Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-02-09,S005,P0001,Furniture,North,296.0,201,39,209.01,75.89,15,Snowy,0,80.55,Spring
2022-05-14,S004,P0020,Toys,South,-12.0,18,96,13.29,70.9,5,Cloudy,0,68.79,Summer
2023-09-12,S005,P0020,Clothing,North,95.0,30,118,42.85,95.61,0,Cloudy,1,99.54,Spring
2023-05-22,S002,P0012,Clothing,West,96.0,79,191,78.61,69.64,10,Sunny,1,71.81,Summer
2023-12-17,S004,P0009,Toys,East,487.0,362,116,373.45,90.38,0,Cloudy,0,88.18,Autumn
2022-05-16,S001,P0005,Clothing,North,100.0,13,73,5.88,25.21,0,Snowy,1,28.72,Autumn
2022-07-01,S001,P0008,Electronics,West,398.0,32,57,50.06,39.11,15,Cloudy,0,43.98,Spring
2022-02-15,S001,P0011,Toys,North,54.0,42,81,44.37,44.91,20,Cloudy,1,43.37,Spring
2022-11-29,S005,P0008,Furniture,South,176.0,78,59,91.93,50.33,0,Sunny,0,54.4,Winter
2023-04-11,S005,P0017,Toys,East,54.0,47,49,44.76,31.79,20,Snowy,0,32.69,Autumn
2022-09-24,S003,P0003,Groceries,East,297.0,13260,70,253.56,56.29,15,Snowy,1,56.02,Summer
2022-05-11,S004,P0010,Furniture,East,99.0,8,26,8.96,84.09,15,Sunny,1,86.7,Spring
2023-04-05,S002,P0014,Clothing,West,405.0,14,181,30.87,49.12,5,Cloudy,0,46.54,Spring
2022-02-27,S005,P0020,Toys,East,383.0,362,105,376.18,68.18,0,Snowy,1,63.28,Winter
2022-02-11,S001,P0004,Groceries,South,422.0,363,29,353.94,30.2,20,Rainy,0,32.58,Summer
2023-12-17,S003,P0015,Electronics,East,478.0,333,192,339.97,47.82,10,Cloudy,0,51.1,Winter
2023-01-13,S002,P0005,Groceries,West,266.0,123,51,139.66,17.49,5,Cloudy,0,17.95,Autumn
2023-01-11,S002,P0007,Groceries,South,96.0,9,182,10.06,67.27,15,Sunny,1,71.57,Autumn
2023-07-17,S002,P0018,Toys,West,406.0,343,196,354.02,95.11,15,Snowy,1,96.42,Summer
2022-02-26,S001,P0005,Furniture,North,177.0,100,42,95.93,42.75,5,,1,42.42,Autumn
2022-08-26,S002,P0015,Furniture,East,184.0,177,193,192.09,20.6,20,Snowy,1,20.87,Winter
2023-07-25,S001,P0012,Electronics,North,129.0,90,191,107.23,43.98,15,Rainy,1,41.56,Winter
2022-05-27,S005,P0003,,North,211.0,170,24,183.55,71.18,15,Rainy,1,72.89,Autumn
2023-01-28,S005,P0015,Toys,North,449.0,272,46,276.93,98.97,15,Cloudy,1,95.58,Summer
2022-08-26,S003,P0003,Furniture,West,254.0,241,155,236.76,34.37,15,Sunny,0,31.07,Summer
2023-06-19,S001,P0006,Clothing,West,180.0,25,108,44.86,38.06,10,Rainy,0,34.42,Autumn
2023-11-09,S003,P0018,Furniture,East,296.0,37,22,40.54,82.0,5,Sunny,0,78.54,Spring
2023-12-06,S005,P0013,Toys,North,262.0,216,102,218.63,27.95,20,Rainy,0,29.15,Winter
2022-07-15,S004,P0019,Groceries,East,291.0,236,66,238.88,23.03,5,Rainy,1,19.49,Spring
2023-08-22,S001,P0001,Groceries,South,182.0,143,72,140.39,55.54,20,Snowy,0,57.71,Spring
2022-09-02,S002,P0007,Groceries,East,265.0,137,69,142.23,73.78,20,Snowy,1,71.13,Spring
2022-05-05,S004,P0006,Groceries,South,107.0,92,36,90.64,16.37,20,Sunny,0,18.86,Autumn
2023-11-06,S003,P0013,Clothing,South,286.0,269,134,261.7,46.63,20,Sunny,1,45.85,Summer
2022-10-21,S003,P0014,Electronics,East,316.0,54,60,56.47,50.19,5,Sunny,0,45.87,Winter
2023-12-12,S003,P0002,Clothing,East,260.0,82,153,85.15,88.78,10,Cloudy,0,93.34,Winter
2023-10-28,S002,P0020,Clothing,West,67.0,25,159,43.99,17.84,20,Snowy,1,18.17,Autumn
2022-09-27,S004,P0017,,East,271.0,35,47,35.19,39.09,10,Cloudy,1,42.61,Spring
2022-08-14,S004,P0018,Electronics,South,61.0,19,65,30.64,11.08,20,Snowy,0,11.8,Summer
2022-11-20,S005,P0005,Electronics,East,476.0,468,67,481.18,68.59,15,Snowy,1,72.78,Autumn
2022-08-11,S004,P0010,Toys,South,176.0,116,195,123.78,61.48,10,Cloudy,1,66.29,Winter
2022-08-23,S003,P0009,Clothing,North,158.0,134,167,136.21,86.61,10,Cloudy,0,87.05,Autumn
2023-03-09,S004,P0013,Furniture,West,447.0,390,97,402.87,17.86,5,Snowy,1,19.42,Spring
2023-05-26,S002,P0016,Furniture,West,408.0,225,143,216.27,85.52,15,Sunny,0,83.57,Winter
2022-10-23,S001,P0019,Electronics,West,307.0,159,98,166.13,53.58,20,Cloudy,1,49.19,Autumn
2023-06-18,S003,P0007,Clothing,West,431.0,200,42,215.73,96.25,20,Rainy,1,97.69,Winter
2023-07-28,S002,P0008,,North,361.0,319,31,317.6,94.93,0,Cloudy,1,90.45,Winter
2022-11-30,S001,P0020,Toys,West,382.0,26,30,18.51,36.6,15,Sunny,1,40.22,Winter
2022-02-28,S005,P0003,Toys,West,257.0,121,42,111.71,95.55,10,Cloudy,0,98.04,Summer
2023-12-15,S002,P0010,Electronics,North,213.0,161,77,172.6,99.34,10,Snowy,1,100.71,Summer
2023-02-11,S003,P0009,Toys,South,156.0,103,37,118.35,23.95,0,Sunny,1,22.65,Spring
2022-07-13,S002,P0015,Clothing,North,66.0,27,72,37.98,16.93,0,Snowy,0,21.81,Autumn
2022-12-22,S004,P0004,Clothing,North,438.0,172,33,178.54,16.28,5,Sunny,1,20.34,Spring
2022-12-15,S002,P0011,Toys,West,461.0,102,65,102.5,84.04,20,Sunny,0,80.81,Summer
2022-12-19,S002,P0008,Toys,South,77.0,12,173,22.59,40.01,20,Sunny,0,38.42,Autumn
2022-05-26,S002,P0004,Electronics,South,471.0,101,27,102.86,67.25,15,Rainy,0,63.69,Autumn
2023-02-21,S005,P0014,Furniture,West,435.0,227,103,219.0,42.62,5,Rainy,1,38.3,Winter
2022-11-22,S002,P0007,Toys,East,350.0,302,199,303.59,34.23,10,Sunny,1,31.85,Winter
2022-07-15,S004,P0014,Toys,North,350.0,126,47,124.12,72.07,15,Cloudy,0,74.21,Autumn
2023-02-17,S005,P0020,Toys,South,473.0,168,50,183.4,87.22,20,Sunny,1,91.67,Spring
2022-06-13,S003,P0010,Electronics,North,496.0,446,113,437.21,33.09,5,Cloudy,1,32.73,Spring
2022-03-04,S005,P0005,Furniture,East,109.0,66,80,56.7,94.37,20,Cloudy,1,93.02,Autumn
2023-05-07,S002,P0015,Groceries,South,359.0,81,44,91.4,58.26,5,Sunny,0,61.64,Winter
2022-10-31,S003,P0017,Furniture,East,363.0,121,108,129.21,95.87,15,Rainy,0,92.59,Autumn
2023-03-01,S004,P0019,Clothing,East,479.0,42,191,54.0,94.58,10,Rainy,0,94.29,Summer
2022-12-20,S002,P0003,Electronics,South,64.0,35,176,40.34,51.39,15,Snowy,0,50.88,Winter
2023-11-24,S001,P0016,Groceries,North,498.0,434,107,436.96,56.1,0,Sunny,0,57.29,Spring
2023-01-15,S002,P0003,Clothing,South,465.0,97,139,114.44,66.67,0,Cloudy,1,68.93,Summer
2023-08-27,S005,P0006,Toys,South,87.0,15,103,23.07,96.24,10,Snowy,1,92.43,Summer
2022-04-04,S003,P0015,Clothing,South,176.0,13,40,12.49,89.51,15,Rainy,0,88.26,Winter
2022-04-19,S003,P0013,Toys,East,118.0,6,58,7.11,95.65,5,Rainy,0,100.61,Autumn
2023-05-03,S002,P0007,Electronics,South,282.0,144,39,143.33,88.6,5,Rainy,1,86.75,Spring
2022-01-07,S002,P0011,Clothing,West,272.0,53,143,46.56,30.33,10,Rainy,1,32.73,Spring
2023-05-27,S005,P0007,Furniture,West,228.0,66,34,79.78,58.01,20,Sunny,0,58.29,Autumn
2023-04-19,S001,P0009,Clothing,West,191.0,174,70,183.06,62.99,10,Snowy,0,60.39,Summer
2022-05-24,S001,P0018,Toys,East,218.0,133,112,135.68,62.39,0,,0,63.58,Autumn
2023-12-03,S005,P0012,Clothing,East,475.0,162,40,161.71,,15,Snowy,1,16.62,Spring
2022-03-12,S002,P0010,Toys,West,326.0,238,121,253.89,58.16,15,Sunny,1,55.52,Winter
2022-01-11,S001,P0004,Furniture,West,373.0,344,67,362.44,35.38,20,Cloudy,1,37.69,Spring
2023-09-26,S005,P0007,Electronics,East,167.0,138,119,140.69,43.94,15,Snowy,0,44.38,Summer
2023-11-08,S003,P0017,Toys,West,460.0,376,143,395.88,61.77,0,Rainy,1,57.55,Summer
2024-01-01,S001,P0016,Electronics,East,74.0,13,189,27.53,40.61,10,Cloudy,1,35.76,Summer
2023-01-01,S001,P0019,Toys,North,183.0,85,185,103.72,81.13,5,Cloudy,1,79.8,Winter
2023-03-25,S005,P0004,Furniture,East,50.0,44,84,42.9,87.36,5,Sunny,1,87.4,Winter
2022-04-08,S002,P0016,Groceries,West,463.0,247,53,249.21,75.92,20,Rainy,1,80.08,Winter
2022-02-12,S001,P0020,Clothing,West,353.0,83,134,75.97,13.1,0,Sunny,0,16.86,Summer
2023-01-08,S002,P0018,Toys,West,186.0,65,104,64.85,65.1,0,Sunny,1,64.7,Spring
2023-07-06,S005,P0008,Toys,South,111.0,7,134,7.83,89.0,5,Sunny,1,89.25,Autumn
2022-01-27,S005,P0012,Electronics,West,92.0,22,162,35.6,62.26,20,Cloudy,0,65.2,Autumn
2022-04-11,S002,P0015,Groceries,North,284.0,18,99,37.35,36.83,15,Rainy,0,35.55,Spring
2022-08-03,S001,P0020,Electronics,East,108.0,50,150,66.28,61.03,10,Cloudy,0,65.54,Summer
2023-09-20,S002,P0013,Groceries,West,244.0,115,183,124.19,92.22,5,Snowy,0,96.87,Winter
2022-02-03,S001,P0007,Groceries,South,174.0,92,171,109.9,24.38,15,Sunny,0,28.54,Autumn
2023-08-14,S004,P0001,Furniture,South,54.0,24,72,38.39,93.83,5,Rainy,1,97.83,Spring
2022-07-24,S001,P0014,Furniture,North,349.0,236,146,240.81,11.69,15,Snowy,0,8.06,Winter
2022-01-03,S003,P0014,Toys,South,347.0,58,38,49.31,21.87,10,Rainy,1,25.0,Autumn
2023-09-05,S005,P0015,Furniture,West,213.0,195,105,214.05,92.3,15,Cloudy,0,88.44,Autumn
2022-09-22,S005,P0008,Electronics,North,90.0,11,140,14.98,34.1,5,Snowy,0,30.96,Summer
2023-11-08,S001,P0001,Groceries,West,418.0,324,165,319.48,14.36,15,Sunny,0,18.63,Spring
2022-06-28,S001,P0009,Groceries,North,295.0,123,134,138.68,96.74,20,Rainy,1,98.48,Winter
2022-06-05,S003,P0011,Furniture,West,443.0,170,87,176.99,52.54,10,,0,55.08,Winter
2022-11-13,S004,P0010,Furniture,East,305.0,215,81,223.97,64.12,5,Sunny,1,66.44,Summer
2022-03-08,S005,P0019,Furniture,South,301.0,286,22,294.88,33.13,5,Sunny,1,30.95,Summer
2022-04-11,S005,P0013,Furniture,West,117.0,103,88,93.35,57.94,0,Snowy,0,60.58,Autumn
2022-07-15,S002,P0018,Groceries,West,82.0,74,155,70.47,31.13,5,Rainy,1,33.29,Summer
2023-06-13,S003,P0019,Furniture,North,472.0,270,99,281.38,28.2,10,Sunny,1,23.57,Winter
2023-04-07,S004,P0006,Groceries,West,148.0,117,133,120.29,36.44,5,Snowy,1,36.69,Autumn
2023-06-06,S003,P0011,Furniture,South,377.0,299,66,289.69,78.0,0,Cloudy,0,75.43,Winter
2023-01-14,S002,P0019,Furniture,West,55.0,30,51,38.84,86.91,10,Snowy,1,88.92,Spring
2022-11-04,S002,P0009,Clothing,South,64.0,58,79,55.88,47.22,0,Rainy,1,45.15,Spring
2022-02-25,S003,P0015,Furniture,East,305.0,266,133,267.78,77.3,15,Sunny,1,76.12,Autumn
2022-06-19,S001,P0005,Groceries,West,168.0,58,200,50.02,28.87,0,Snowy,1,26.83,Summer
2023-12-24,S002,P0010,Electronics,South,112.0,73,42,71.82,15.46,20,Snowy,1,12.46,Summer
2023-12-17,S005,P0016,Groceries,East,487.0,225,114,224.38,61.38,10,Cloudy,0,56.57,Summer
2023-07-19,S004,P0001,Toys,East,142.0,11,30,6.94,90.81,20,Rainy,0,89.52,Autumn
2023-11-21,S003,P0019,Electronics,East,228.0,158,136,149.33,21.89,15,Sunny,1,21.95,Spring
2022-03-02,S001,P0010,Clothing,North,361.0,22,147,28.38,35.54,15,Snowy,0,34.73,Autumn
2023-03-10,S003,P0008,Clothing,South,302.0,250,199,243.6,83.22,15,Cloudy,1,82.0,Autumn
2023-06-24,S002,P0004,Electronics,East,495.0,296,148,300.58,30.15,15,Rainy,1,34.35,Autumn
2023-08-05,S004,P0015,Toys,West,201.0,36,122,35.33,20.65,20,Snowy,0,24.21,Autumn
2022-03-01,S002,P0016,Electronics,North,104.0,75,117,77.65,27.22,15,Snowy,0,29.19,Winter
2022-04-16,S004,P0020,Toys,North,479.0,168,51,167.98,87.07,10,Sunny,1,87.59,Winter
2023-01-01,S004,P0005,Groceries,East,453.0,336,56,328.85,80.19,0,Snowy,1,79.06,Spring
2022-12-03,S003,P0008,Groceries,North,128.0,117,54,130.56,69.23,10,Snowy,0,69.33,Autumn
2022-06-02,S001,P0008,Groceries,West,194.0,125,118,143.35,36.65,5,Rainy,1,39.93,Spring
2022-10-29,S002,P0018,Clothing,South,225.0,31,30,32.34,42.73,20,Cloudy,1,45.25,Spring
2023-01-17,S004,P0009,Clothing,West,434.0,233,197,230.62,34.3,20,Cloudy,1,35.33,Winter
2023-06-29,S001,P0008,Furniture,South,402.0,304,157,302.51,0.0,5,,0,22.52,Autumn
2022-05-29,S002,P0010,Groceries,East,104.0,45,74,39.73,39.48,10,Snowy,1,40.29,Summer
2023-10-27,S003,P0007,Furniture,North,71.0,36,128,55.9,12.86,5,Sunny,1,13.99,Winter
2022-07-02,S005,P0016,Furniture,North,385.0,21,36,40.9,20.97,5,Sunny,1,25.59,Spring
2022-12-14,S004,P0015,Groceries,East,363.0,153,46,147.5,69.87,20,Cloudy,0,68.46,Summer
2022-03-08,S004,P0017,Furniture,East,382.0,172,86,184.93,36.0,20,Cloudy,1,31.18,Summer
2023-11-13,S003,P0003,Groceries,South,329.0,179,115,197.78,43.9,5,Sunny,0,45.75,Autumn
2023-10-09,S002,P0009,Toys,West,412.0,389,172,387.31,23.63,0,Snowy,1,21.72,Autumn
2022-10-27,S002,P0016,Groceries,East,279.0,167,168,161.04,81.76,20,Snowy,1,80.72,Winter
2023-09-03,S004,P0002,Clothing,East,341.0,131,117,137.14,98.3,20,Sunny,0,99.07,Summer
2022-06-01,S002,P0015,Toys,North,444.0,358,43,350.16,86.99,15,Cloudy,1,87.55,Summer
2023-11-17,S005,P0016,Furniture,South,85.0,21,106,14.78,74.45,0,Rainy,1,77.3,Autumn
2023-07-08,S005,P0001,Electronics,South,179.0,60,80,61.43,35.56,20,Cloudy,1,36.45,Summer
2022-05-04,S003,P0008,Electronics,North,193.0,37,154,56.48,73.6,0,Cloudy,1,69.0,Autumn
2022-05-17,S005,P0016,Groceries,West,356.0,170,77,172.08,30.68,15,Cloudy,1,26.67,Summer
2022-07-14,S005,P0017,Groceries,North,351.0,278,90,275.58,96.36,0,Snowy,1,93.53,Autumn
2022-09-22,S005,P0002,Electronics,North,103.0,15,148,6.84,25.01,15,Rainy,0,24.92,Spring
2022-03-01,S001,P0005,Clothing,North,442.0,97,125,95.35,42.75,15,Rainy,1,40.68,Summer
2023-04-18,S002,P0007,Toys,North,85.0,76,31,94.0,52.57,5,Snowy,1,57.54,Summer
2022-10-25,S003,P0016,Groceries,North,160.0,129,139,119.22,70.39,0,Cloudy,1,74.74,Spring
2022-07-22,S004,P0003,Groceries,North,105.0,10,38,26.03,29.33,5,,0,30.91,Autumn
2022-07-01,S002,P0019,Electronics,East,348.0,71,123,77.47,77.96,0,Snowy,1,76.95,Spring
2023-03-21,S001,P0013,Clothing,West,283.0,14,107,15.55,80.17,10,Sunny,1,83.21,Summer
2023-06-05,S001,P0014,Groceries,West,235.0,177,80,167.91,72.74,5,Sunny,1,77.64,Spring
2023-09-03,S004,P0015,Groceries,East,221.0,127,187,142.71,83.17,0,Snowy,0,87.11,Autumn
2023-04-05,S003,P0008,Electronics,West,112.0,1,59,14.55,18.6,0,Snowy,0,14.52,Winter
2022-12-10,S005,P0020,Groceries,North  ,153.0,116,129,115.81,12.93,10,Snowy,1,9.88,Autumn
2023-06-26,S005,P0018,Toys,North,262.0,242,85,242.98,52.47,15,Cloudy,0,54.77,Spring
2022-02-17,S003,P0006,Electronics,South,391.0,390,38,393.96,61.69,5,Sunny,0,62.24,Spring
2023-01-19,S003,P0016,Toys,West,185.0,147,62,165.73,66.38,5,Snowy,1,69.83,Summer
2023-11-15,S003,P0010,Furniture,North,356.0,45,153,38.05,58.44,5,Sunny,1,59.46,Summer
2022-06-05,S001,P0007,Toys,North,102.0,47,40,53.27,54.73,10,Rainy,0,50.19,Autumn
2022-10-14,S003,P0004,Clothing,West,370.0,221,40,218.01,68.26,10,Rainy,1,71.9,Autumn
2022-11-24,S004,P0011,Electronics,West,331.0,212,78,215.15,93.56,10,Cloudy,1,92.6,Summer
2022-08-12,S001,P0012,,North,199.0,149,132,163.07,90.08,20,,0,86.26,Winter
2022-02-17,S004,P0020,Toys,East,369.0,351,87,348.57,43.69,15,Snowy,0,41.89,Autumn
2022-05-16,S004,P0018,Electronics,East,287.0,71,167,79.03,56.91,10,Cloudy,1,61.58,Summer
2023-01-29,S003,P0005,Furniture,South,418.0,220,95,215.8,67.92,0,Cloudy,1,63.09,Summer
2022-01-08,S004,P0020,Groceries,West,176.0,59,21,71.18,30.67,15,Sunny,1,25.88,Spring
2022-12-02,S003,P0015,Groceries,East,153.0,58,163,65.87,69.85,20,Rainy,1,72.17,Winter
2022-03-20,S004,P0014,Electronics,South,137.0,81,56,93.24,61.94,5,Snowy,0,59.23,Autumn
2023-10-07,S001,P0011,Furniture,North,213.0,61,64,80.72,20.87,15,Snowy,0,18.96,Winter
2022-10-22,S003,P0012,Furniture,North,164.0,115,56,127.22,46.96,15,Rainy,0,43.53,Summer
2022-10-08,S003,P0008,Furniture,South,51.0,1,162,5.37,95.6,15,,1,93.06,Summer
2022-08-27,S003,P0020,Toys,West,477.0,236,102,245.85,35.08,10,Cloudy,1,35.64,Spring
2022-06-13,S003,P0002,Groceries,West,456.0,257,188,268.56,81.86,20,Sunny,0,79.89,Autumn
2023-08-27,S002,P0006,Clothing,East,329.0,98,69,91.4,60.84,0,Snowy,0,64.46,Autumn
2023-02-12,S005,P0012,Toys,North,497.0,222,152,212.26,94.51,15,Cloudy,1,94.09,Summer
2023-12-06,S004,P0006,Groceries,South,323.0,249,183,239.8,26.69,0,Sunny,1,25.88,Summer
2023-10-22,S002,P0006,Groceries,West,111.0,102,21,95.68,34.12,10,Snowy,0,35.25,Winter
2023-05-30,S005,P0015,Toys,North,,44,156,48.53,38.28,20,Snowy,1,36.89,Autumn
2023-07-20,S001,P0020,Electronics,West  ,319.0,272,74,288.42,99.72,15,Cloudy,0,101.79,Spring
2023-07-22,S002,P0004,Furniture,West,232.0,184,150,191.61,11.73,15,,0,12.47,Winter
2022-07-27,S005,P0014,Toys,North,111.0,2,96,-5.12,31.8,0,Snowy,1,29.04,Spring
2022-07-31,S003,P0008,Clothing,North,126.0,74,163,83.55,33.88,0,Snowy,0,30.3,Summer
2023-08-23,S005,P0010,Electronics,East,143.0,26,61,35.45,29.04,5,Sunny,0,33.2,Summer
2023-03-24,S001,P0020,Electronics,East,357.0,184,85,188.43,78.9,5,Snowy,0,74.52,Winter
2022-06-21,S001,P0014,Toys,North,374.0,204,149,203.01,71.45,0,Cloudy,1,74.88,Autumn
2022-09-30,S005,P0016,Furniture,West,376.0,286,98,289.4,57.03,15,Cloudy,0,59.1,Autumn
2022-12-24,S004,P0009,Furniture,North,285.0,80,53,93.62,64.2,20,Rainy,0,63.94,Summer
2023-07-12,S001,P0004,Electronics,South,140.0,6,168,13.18,20.79,0,Snowy,1,24.43,Summer
2023-05-11,S003,P0016,Toys,West,294.0,230,95,222.12,60.61,20,Snowy,0,64.98,Autumn
2022-07-25,S001,P0011,Toys,West,60.0,23,75,25.38,40.64,0,Sunny,1,43.72,Summer
2023-06-30,S005,P0002,Clothing,South,250.0,140,160,145.06,86.19,5,Rainy,1,89.7,Summer
2023-06-29,S001,P0009,Toys,East,368.0,337,158,339.22,11.7,0,Cloudy,1,14.87,Winter
2023-10-29,S005,P0014,Electronics,South,,296,114,286.87,79.82,15,Cloudy,0,78.96,Spring
2023-11-24,S004,P0011,Furniture,South,133.0,118,149,130.84,25.06,15,Snowy,1,29.4,Summer
2022-05-06,S005,P0015,Clothing,South,65.0,47,63,56.01,,20,Cloudy,1,15.16,Summer
2023-02-07,S003,P0007,Furniture,West,72.0,17,20,8.13,83.86,5,Cloudy,0,88.62,Winter
2023-01-09,S001,P0001,Toys,East,66.0,46,163,38.73,65.3,15,Snowy,0,63.42,Winter
2022-06-06,S001,P0007,Electronics,South,221.0,28,80,46.99,60.69,20,Cloudy,0,62.13,Autumn
2023-07-25,S004,P0020,,North,58.0,43,144,61.94,52.74,5,Sunny,1,48.13,Autumn
2023-05-15,S002,P0006,Groceries,West,62.0,47,36,57.45,22.49,0,Snowy,1,18.68,Spring
2023-12-16,S004,P0007,Electronics,South,493.0,353,166,344.93,73.6,10,Sunny,0,73.09,Summer
2023-11-30,S002,P0003,Clothing,West,399.0,250,198,247.35,46.69,20,Snowy,0,47.19,Autumn
2023-02-20,S002,P0012,Groceries,West,179.0,144,58,146.16,12.5,20,Snowy,0,9.48,Spring
2023-05-26,S003,P0020,Electronics,North,147.0,130,71,122.52,29.27,15,Snowy,0,33.33,Spring
2023-05-19,S001,P0016,Furniture,West,384.0,214,80,213.67,99.95,15,Rainy,1,96.89,Autumn
2023-01-09,S002,P0007,Groceries,North,266.0,154,38,149.25,75.09,5,Cloudy,1,70.94,Spring
2022-01-08,S001,P0002,Groceries,South,55.0,33,34,44.32,72.12,5,Rainy,0,73.33,Autumn
2022-04-05,S002,P0001,Toys,South,327.0,101,69,113.77,14.44,20,Sunny,1,17.98,Summer
2022-01-25,S003,P0010,Groceries,East,144.0,80,199,94.07,83.69,0,Snowy,0,81.65,Autumn
2023-02-21,S005,P0011,Clothing,North,63.0,25,70,26.29,95.24,5,Cloudy,1,90.97,Spring
2022-12-09,S001,P0006,Electronics,North,150.0,9,168,12.69,36.8,10,Rainy,1,32.24,Winter
2023-11-21,S001,P0009,Toys,South,363.0,8,189,22.37,48.03,0,Cloudy,1,45.56,Spring
2023-03-09,S005,P0009,Furniture,East,231.0,128,186,127.56,41.47,0,Cloudy,0,37.09,Summer
2023-01-16,S002,P0011,Electronics,South  ,378.0,54,129,58.14,71.01,0,Rainy,1,75.53,Spring
2022-10-30,S005,P0020,Clothing,South,142.0,47,110,55.32,31.82,15,Sunny,1,33.14,Summer
2022-11-11,S002,P0012,Electronics,West,383.0,300,93,309.93,43.35,10,Cloudy,0,42.17,Summer
2022-03-07,S002,P0007,Toys,South,230.0,29,72,45.86,82.26,15,Rainy,0,83.57,Winter
2023-03-03,S003,P0012,Toys,North  ,154.0,66,67,67.69,43.84,10,Snowy,1,41.43,Summer
2022-10-01,S005,P0010,Clothing,East,463.0,208,95,204.57,28.93,15,Snowy,0,26.42,Winter
2023-07-31,S003,P0019,Furniture,South,484.0,375,55,390.33,22.85,10,Snowy,0,22.14,Summer
2022-10-27,S002,P0004,Clothing,West,344.0,246,137,253.84,47.07,5,Sunny,0,48.44,Autumn
2023-10-06,S002,P0001,Clothing,East,68.0,68,199,60.09,33.88,5,Snowy,1,30.77,Summer
2022-06-07,S003,P0004,Furniture,West,377.0,300,184,309.68,80.44,5,Sunny,1,76.59,Winter
2023-05-31,S003,P0001,Electronics,North,484.0,11,93,12.21,65.17,0,Cloudy,1,66.81,Autumn
2023-01-23,S005,P0015,Clothing,South,492.0,181,76,188.24,54.32,20,Sunny,1,52.31,Winter
2023-02-07,S005,P0014,Electronics,North,471.0,381,85,373.97,53.54,20,Snowy,1,53.88,Spring
2023-06-04,S003,P0006,Groceries,West,224.0,19,62,36.04,38.95,10,Cloudy,1,42.45,Winter
2023-11-09,S004,P0004,Toys,North,412.0,13,185,7.51,90.87,15,Sunny,0,94.82,Autumn
2022-05-21,S001,P0014,Groceries,South,52.0,8,200,-1.88,44.3,15,Snowy,1,40.51,Spring
2023-08-03,S004,P0001,Groceries,West,349.0,141,138,159.34,48.63,5,Snowy,0,48.23,Autumn
2022-08-28,S005,P0007,Clothing,East,301.0,101,200,113.94,13.95,20,Cloudy,0,10.03,Summer
2022-06-26,S005,P0010,Clothing,South,451.0,319,62,321.67,94.05,5,Cloudy,0,90.47,Spring
2023-03-17,S002,P0010,Toys,North,137.0,36,66,26.01,68.75,15,Rainy,0,70.5,Winter
2023-11-15,S001,P0007,Groceries,South,266.0,148,109,140.41,50.54,15,Rainy,1,49.6,Autumn
2023-03-01,S003,P0012,Toys,South,251.0,88,31,86.9,74.49,20,Rainy,0,73.35,Autumn
2022-08-17,S001,P0020,Electronics,West,467.0,128,81,126.04,33.19,10,,1,37.2,Spring
2023-08-05,S005,P0012,Toys,West,334.0,22,185,23.29,17.62,0,Rainy,1,12.86,Summer
2022-02-14,S003,P0013,Toys,East,499.0,476,177,486.55,70.67,20,Rainy,0,75.52,Summer
2023-12-26,S005,P0012,Toys,South,,71,23,79.88,52.98,5,Rainy,0,51.39,Winter
2023-11-01,S005,P0014,Groceries,North,184.0,118,152,128.68,29.07,5,Sunny,1,34.0,Summer
2022-09-26,S004,P0020,Furniture,West,287.0,236,87,235.76,60.87,20,Snowy,1,61.88,Summer
2022-10-24,S004,P0020,Clothing,North,455.0,255,178,260.44,60.24,5,Cloudy,1,59.41,Summer
2022-03-11,S002,P0017,Furniture,West,251.0,90,138,96.59,69.56,5,Rainy,0,73.25,Summer
2022-10-29,S001,P0016,Toys,West,411.0,89,23,80.36,72.95,5,Rainy,0,70.94,Summer
2022-05-04,S003,P0006,Groceries,North,154.0,61,193,55.4,69.08,0,Cloudy,1,72.31,Autumn
2023-08-26,S005,P0020,Clothing,North,116.0,60,95,60.56,62.15,15,Sunny,0,59.24,Summer
2023-05-09,S004,P0014,Toys,East,189.0,19,25,37.54,59.21,0,Rainy,1,63.41,Summer
2022-01-27,S005,P0007,Toys,West,159.0,49,26,42.7,98.23,5,Rainy,0,99.71,Winter
2023-10-09,S004,P0003,Electronics,North,84.0,4,56,1.95,,15,Snowy,0,53.3,Autumn
2022-03-27,S004,P0020,Groceries,South,101.0,52,97,58.44,87.06,0,Rainy,1,87.7,Spring
2022-03-08,S003,P0012,Clothing,North,254.0,9,123,20.16,66.72,0,Rainy,1,62.4,Winter
2023-07-31,S001,P0012,Furniture,North,457.0,188,43,198.99,"39,13",0,Rainy,1,35.34,Winter
2022-01-16,S001,P0019,Clothing,East,336.0,249,114,268.34,83.62,15,Snowy,0,80.02,Autumn
2023-08-08,S001,P0003,Electronics,West,387.0,179,62,176.85,97.47,10,Rainy,0,95.89,Spring
2023-11-25,S003,P0019,Clothing,East,237.0,11,24,21.92,77.05,5,Rainy,1,72.9,Winter
2022-03-26,S002,P0001,Toys,East,208.0,155,61,161.35,16.32,15,Cloudy,1,16.96,Winter
2022-10-06,S003,P0003,Groceries,East,462.0,64,62,66.56,31.81,0,Snowy,1,36.8,Winter
2023-01-30,S001,P0019,Electronics,West,328.0,322,140,333.84,44.26,15,Cloudy,1,46.3,Summer
